text,label,original_intent,split
can you get me the scores from the games that were played last night,spam,oos,test
has there been any times when lebron james was arrested,spam,oos,test
what are the new player rankings for the nhl,spam,oos,test
who won in the gsw vs suns game last night,spam,oos,test
give me the news on the newspaper today,spam,oos,test
tell me a list of my local papers,spam,oos,test
what's the newspaper today,spam,oos,test
would you let me know who won the gold metal in gymnastics at the olympics,spam,oos,test
"at the olympics, what country won the gold medal in basketball",spam,oos,test
where will the next olympics be hosted,spam,oos,test
when are the winter olympic games,spam,oos,test
what films are in the running for best song at this year's oscars,spam,oos,test
who are the nominees for best picture this year,spam,oos,test
give me information on the oscars,spam,oos,test
tell me about the oscars,spam,oos,test
why did we elect this woman who made amazon leave and take its jobs with it,spam,oos,test
how many people live in vermillion,spam,oos,test
what's a good way to organize my tools in my garage,spam,oos,test
what's the cost of a good pegboard,spam,oos,test
is the stop sign around the corner still knocked over,spam,oos,test
is there a fork in the road sign at main & 1st avenue,spam,oos,test
are there cameras hidden in stop lights,spam,oos,test
what does a flashing yellow light mean,spam,oos,test
what is the deadline to register at university of georgia,spam,oos,test
what universities are nearby to me and highly rated,spam,oos,test
what are the top rated universities within my state,spam,oos,test
will the anti-vaxxers die off if no one gives them vaccines,spam,oos,test
how safe is the herpes vaccine they give women,spam,oos,test
where can i get the flu shot,spam,oos,test
when do i have to get the mmr,spam,oos,test
how much are the clorox detergents,spam,oos,test
when will nightwish be touring through my city,spam,oos,test
does iron maiden have any new releases,spam,oos,test
tell me something about linkin park,spam,oos,test
i need you to check the resistance of a coil wrapped 6 times with an id of 25mm,spam,oos,test
can you tell me whether the knicks will play the lakers this week,spam,oos,test
what do you do if your 4 year old just ate playdoh,spam,oos,test
when do the kids get out of school today,spam,oos,test
please check up on my son's homework,spam,oos,test
give me a list of the top three landscaping companies nearby,spam,oos,test
when should you mow your grass after it's rained,spam,oos,test
how much sugar was in my urine this morning,spam,oos,test
what's a good blouse to wear with pink shoes,spam,oos,test
what are the best jeans in my size,spam,oos,test
how much does it cost to spay a puppy,spam,oos,test
what's the best style shoe to wear to the prom,spam,oos,test
can you tell me about that tornado that just tore up alabama,spam,oos,test
tell me what the hot topics are that are trending on google,spam,oos,test
what happened with the summit between trump and jong,spam,oos,test
check and see what the local news in broadcasting,spam,oos,test
please uninstall this intrusive social media app,spam,oos,test
upload the pictures to the correct album,spam,oos,test
i have a super runny nose and want to find a doctor,spam,oos,test
which medicine to relieve my cough,spam,oos,test
how do i get rid of blocked nose at home,spam,oos,test
how do i get rid of sore throat at home,spam,oos,test
how can i make my living room appear to be bigger than it is,spam,oos,test
i'd like to find some curtains that look good in this room,spam,oos,test
how to paint walls,spam,oos,test
how to fix walls,spam,oos,test
can you tell me the purpose of a safe deposit box,spam,oos,test
can you store a gun in a safe deposit box,spam,oos,test
how do you get a safe deposit box,spam,oos,test
look up how to apply cream to smooth itchiness,spam,oos,test
"how do i deal with angry, painful red bumps",spam,oos,test
where should i go if i hammered a nail through my foot,spam,oos,test
how long does it take to call an ambulance,spam,oos,test
how to get the right medicine,spam,oos,test
how to take care of the sick,spam,oos,test
do vegans really want to blame cows for climate change,spam,oos,test
give me a recommendation for a local landscaper,spam,oos,test
i need to hire a grass treatment specialist,spam,oos,test
when is the best time of year for pruning,spam,oos,test
find someone local who mows lawns,spam,oos,test
create a speech on historical events surrounding albert einstein,spam,oos,test
create a pamphlet on albert einsteins childhood,spam,oos,test
what is albert einstein famous for,spam,oos,test
when was albert einstein born,spam,oos,test
when will cameron release the sequel to avatar,spam,oos,test
can you please start the avatar movie for me,spam,oos,test
is the movie avatar culturally insensitive,spam,oos,test
could you create a new avatar for me,spam,oos,test
does bill gates still have any material participation in the running of microsoft,spam,oos,test
tell me more about bill gates,spam,oos,test
give me the weather forecast for today,spam,oos,test
what is bitcoin trading for currently,spam,oos,test
where can i have a black and white photo blown up to poster size,spam,oos,test
adjust the contrast of the black and white photos,spam,oos,test
can you colorize a black and white photo,spam,oos,test
add color to the black and white photos,spam,oos,test
how many people were killed in the boston marathon by bombers,spam,oos,test
compile a list of historical events from the boston marathon,spam,oos,test
time my next run at the boston marathon,spam,oos,test
when will the next boston marathon be,spam,oos,test
look up which animal is represented in this year's chinese new year,spam,oos,test
what is the animal for this chinese new year,spam,oos,test
would it be legal to have battles to the death in a homemade colosseum,spam,oos,test
do the romans still use the colosseum for anything today,spam,oos,test
where is the colosseum,spam,oos,test
"can you really time your compressions to queen's ""another one bites the dust""",spam,oos,test
do i have to put my mouth on theirs when doing cpr,spam,oos,test
what is the breath to compression ratio for cpr,spam,oos,test
tell me how to perform cpr,spam,oos,test
create a for-while loop that continues 10 times,spam,oos,test
where are classes taught near me for c++,spam,oos,test
"declare a variable named ""golf""",spam,oos,test
how do i write c++,spam,oos,test
is the depiction of gold mining in the movie the ballad of buster scruggs realistic,spam,oos,test
do you own the mineral rights to gold nuggets you find in your back yard,spam,oos,test
where is the best place to mine for gold,spam,oos,test
when was the gold rush,spam,oos,test
make a list of facts about green book,spam,oos,test
find out when green book was created,spam,oos,test
who wrote green book,spam,oos,test
what's the main export by the peoples of greenland,spam,oos,test
how many people still live on greenland,spam,oos,test
scan my photos and tell me which hair style is most suiting for my face,spam,oos,test
create several photos of me with different hair styles,spam,oos,test
latest hair styles for long natural hair,spam,oos,test
show video of hair styling tips,spam,oos,test
did a man really die trying to be loved by a horse,spam,oos,test
how many acres do you need to buy a horse,spam,oos,test
get me a picture of a horse,spam,oos,test
does eating poop really help your gut fauna,spam,oos,test
